city,date,fare,ride_id
West Christopherberg,2018-03-27 23:57:27,21.55,2201807083816
Christopherfurt,2018-03-30 13:15:56,31.3,7457133283931
Hurleymouth,2018-02-01 03:23:46,22.39,6071733738137
Port Frank,2018-03-16 20:54:05,30.24,1454211942922
Lake Danielberg,2018-01-16 11:59:09,20.07,8448605657090
West Ericstad,2018-03-28 13:29:17,22.28,3135272644045
Karenside,2018-03-11 16:18:17,44.29,3269160721454
South Evanton,2018-03-17 00:31:07,36.31,2783523386780
West Heidi,2018-05-05 15:47:32,37.75,3646773323549
Robertport,2018-02-28 22:50:15,13.39,0681044064878
South Jack,2018-01-05 11:31:02,13.14,6809752015805
West Josephberg,2018-02-28 18:19:01,11.1,3529532452493
Port Frank,2018-03-26 19:09:42,28.83,0889804632019
Barajasview,2018-02-19 02:25:34,26.83,0937248382509
Justinberg,2018-01-03 22:50:12,5.81,9261156860363
North Barbara,2018-04-17 02:49:28,39.18,3503287273107
West Angela,2018-03-08 13:24:07,4.92,5445148182471
South Latoya,2018-03-19 07:54:20,30.03,9560331347461
Hurleymouth,2018-01-18 10:59:29,4.66,8622877858946
Johnton,2018-04-05 07:12:55,22.87,1030619542522
Carriemouth,2018-03-27 02:11:44,38.69,4407120983828
Reynoldsfurt,2018-04-19 00:56:32,13.63,7990078064277
Christopherfurt,2018-03-16 19:46:26,19.61,2290365678398
Liumouth,2018-04-28 00:26:35,5.42,8026921363989
New Kimberlyborough,2018-03-19 07:17:50,15.78,6414956560879
Martinezhaven,2018-03-07 12:26:18,23.55,7385334795420
East Kaylahaven,2018-04-06 16:17:11,35.79,8930600376156
Simpsonburgh,2018-04-26 09:31:22,33.71,2597478534819
Lake Jonathanshire,2018-01-28 00:07:00,5.67,9756573174778
Robertport,2018-04-19 19:45:44,39.57,3970344404659
South Karenland,2018-03-20 10:34:54,33.24,3097268591514
Raymondhaven,2018-03-07 20:59:06,17.66,9257559713061
Port David,2018-02-18 14:47:10,20.16,1847433349462
Royland,2018-02-20 19:14:49,38.28,3616647988532
East Kaylahaven,2018-01-29 07:28:20,41.62,7157222598785
Valentineton,2018-02-23 11:46:09,19.99,9658410514993
Martinezhaven,2018-03-12 10:02:28,21.18,4046813358675
South Phillip,2018-02-19 20:47:52,28.62,4408026801766
Royland,2018-05-04 02:54:31,15.14,4988285663911
West Heidi,2018-02-05 19:24:40,24.32,0426277253824
East Kaylahaven,2018-02-28 16:46:23,33.72,1224917954969
New Kimberlyborough,2018-04-03 16:27:42,14.73,9083112202235
South Karenland,2018-01-10 23:48:39,37.58,7165967611782
Richardfort,2018-02-03 00:14:26,29.04,4982665519010
Justinberg,2018-03-10 05:15:34,22.43,5552741571929
Huntermouth,2018-03-21 08:44:32,32.42,3393252517981
Roberthaven,2018-03-22 04:19:27,34.69,1772989496998
West Heidi,2018-03-11 16:10:27,43.45,4654877028801
Raymondhaven,2018-02-17 02:06:40,39.7,3251742665126
Karenside,2018-04-16 23:13:24,39.32,3155939101247
Rogerston,2018-03-16 20:49:51,43.82,4718959573846
Port Johnbury,2018-04-28 16:29:16,36.42,0273965502753
West Josephberg,2018-01-18 12:47:59,43.85,9654655899765
North Jasmine,2018-02-05 22:28:38,19.21,6785090593864
Loganberg,2018-04-10 04:59:53,35.97,8828009078941
Barajasview,2018-04-15 20:37:17,17.76,8098247711287
New Paulton,2018-04-17 20:05:26,44.43,0338360694028
West Angela,2018-01-19 00:36:52,40.4,0740626207222
North Jasmine,2018-02-18 03:09:59,31.49,9759084210607
North Barbara,2018-02-11 18:51:20,43.26,8973500869212
Rogerston,2018-03-02 00:54:29,25.14,1722619288127
Williamsstad,2018-02-21 10:56:41,4.9,7176452471538
South Jack,2018-01-14 17:06:37,40.65,5440570608100
West Anthony,2018-04-15 11:02:50,43.82,4381502138184
Royland,2018-02-12 01:18:02,44.33,5324586781265
West Angela,2018-04-03 14:44:18,23.52,4843054118477
Liumouth,2018-02-22 03:55:59,6.39,8116526250811
Amandaburgh,2018-04-19 16:30:12,6.27,4400632718421
West Ericstad,2018-01-23 10:13:17,10.12,8035850217034
South Jack,2018-01-15 05:51:27,5.58,1793901526227
Barajasview,2018-05-02 21:02:33,17.12,4628923040888
Amandaburgh,2018-03-20 07:40:33,27.45,3701008274871
East Kaylahaven,2018-03-17 23:54:01,8.62,1953430308989
Port Samanthamouth,2018-01-27 00:57:25,28.46,0882650442979
New Paulville,2018-01-25 15:19:45,15.04,7529441865090
West Anthony,2018-04-03 02:42:50,10.56,3762871811396
Raymondhaven,2018-01-06 20:15:24,21.19,9473615555967
Rogerston,2018-01-03 21:45:19,36.28,7090350986768
Port David,2018-04-02 16:53:49,41.14,2694440573613
North Markport,2018-02-08 22:01:28,34.69,2742194758388
West Angela,2018-03-04 17:50:37,20.72,1784730761330
South Michelleport,2018-04-21 18:31:07,21.98,5893808238950
Port Frank,2018-02-10 08:14:32,40.82,6386241535933
Rogerston,2018-02-14 05:24:26,19.42,8770692552959
Joneschester,2018-04-02 04:52:55,10.52,4970367967024
South Karenland,2018-03-17 01:22:44,23.26,0556550826022
West Angela,2018-05-05 14:17:49,23.66,9188266805735
Royland,2018-02-10 13:50:42,11.24,4949540975576
Christopherfurt,2018-01-30 22:09:42,6.32,4289780319755
Barajasview,2018-04-09 08:10:39,39.36,1801612492097
Christopherfurt,2018-02-08 11:46:15,25.76,0951780836764
Leahton,2018-01-13 00:03:43,9.37,4669655714135
Port Angela,2018-04-15 23:02:22,20.16,6490089576161
Loganberg,2018-01-13 23:53:09,41.86,7045605197277
West Heidi,2018-02-24 04:41:39,40.8,4274249900056
Robertport,2018-02-24 22:01:38,8.48,2892772641554
Karenside,2018-03-14 17:07:27,16.31,8818349412178
West Christopherberg,2018-03-20 03:04:47,42.83,6898409001667
West Gabriel,2018-01-15 14:51:33,13.38,7560918647139
Simpsonburgh,2018-04-01 04:02:50,25.65,2869643436519
West Robert,2018-05-04 04:36:23,5.36,9799481382484
Loganberg,2018-02-17 07:58:51,44.47,3541067049177
West Anthony,2018-04-20 20:13:28,11.85,4274669968599
Jerryton,2018-05-01 17:20:29,4.97,8096395372343
North Jasmine,2018-03-04 16:59:24,42.58,8864577115428
North Madeline,2018-01-26 02:37:54,5.59,3676436575718
Royland,2018-03-25 18:17:04,7.09,5660295214299
New Paulton,2018-01-21 17:04:11,18.3,3721166159643
Richardfort,2018-02-08 15:50:12,16.55,2270463070874
Barajasview,2018-02-03 09:58:39,39.39,9437995336707
Pattyland,2018-04-18 23:27:09,28.66,2342400848379
West Christopherberg,2018-02-17 03:30:47,4.4,4353113095330
Grahamburgh,2018-02-25 12:18:38,14.51,6157111914475
New Kimberlyborough,2018-04-11 10:38:15,12.01,0135528560801
North Madeline,2018-05-02 23:25:49,11.94,7526664843423
Simpsonburgh,2018-04-12 19:38:44,22.45,7811391600020
Martinezhaven,2018-02-16 17:25:31,15.33,9810609975378
West Heidi,2018-03-30 02:27:21,11.15,2264871572013
Christopherfurt,2018-04-12 14:37:13,22.91,5928118050739
Karenside,2018-04-28 02:38:11,39.41,4711188257853
Rogerston,2018-04-01 09:27:03,28.54,9963100218298
West Samuelburgh,2018-02-19 11:01:35,17.77,7608984799120
Joneschester,2018-03-17 22:39:55,15.35,2307172112042
West Heidi,2018-02-27 11:19:43,35.19,6998274661093
West Heidi,2018-03-02 09:13:23,23.55,6478066239773
Roberthaven,2018-03-30 15:12:10,16.2,2949492899335
Karenberg,2018-04-07 16:28:35,16.11,4806086618308
Port Angela,2018-03-08 16:32:28,23.06,2750735754263
Hurleymouth,2018-02-07 06:07:37,36.7,0174817935586
Simpsonburgh,2018-03-31 11:49:06,24.16,9709763173877
South Jack,2018-03-14 17:18:02,18.66,3511595408654
New Jacobville,2018-03-10 01:02:12,10.63,0650454073183
Williamsstad,2018-04-16 16:21:54,32.43,7177820757193
Port Johnbury,2018-03-27 08:26:32,38.99,4115681049074
North Jasmine,2018-02-17 00:27:47,35.11,6620977832578
South Jack,2018-01-03 23:11:22,4.95,9005601861976
Pattyland,2018-04-23 02:57:08,13.01,9345291289088
Raymondhaven,2018-02-16 04:31:29,24.31,8960623511494
Joneschester,2018-04-24 13:07:44,9.78,0967059001191
North Jason,2018-02-19 04:45:59,15.87,7791829022351
Williamsstad,2018-02-22 04:25:41,20.56,5813755050580
West Christopherberg,2018-02-19 19:49:30,40.98,0752483924594
South Karenland,2018-03-19 14:50:21,23.07,5759339375338
Rodneyfort,2018-03-07 23:37:32,7.78,2859632419166
Lake Scottton,2018-02-05 11:47:56,24.54,3770264244362
Royland,2018-01-26 21:29:46,14.68,1747288700619
Martinezhaven,2018-01-21 01:50:28,42.75,9056087833483
West Patrickchester,2018-03-17 04:51:53,17.38,3066494740812
Raymondhaven,2018-03-31 17:01:37,36.29,8959236448389
West Robert,2018-03-06 06:10:01,22.86,2318924655908
South Evanton,2018-02-25 18:39:11,15.06,8873328684410
West Christopherberg,2018-03-07 20:09:48,32.27,2175995190390
West Josephberg,2018-04-19 01:55:51,42.53,6114371775734
Liumouth,2018-03-06 07:44:32,23.53,2430165353440
West Christopherberg,2018-02-10 19:41:43,8.42,0836258929042
Hurleymouth,2018-02-23 13:48:18,18.15,6051426056694
Port Angela,2018-02-26 10:01:46,28.52,6783567697046
West Samuelburgh,2018-01-31 09:17:15,14.11,6038399993379
North Barbara,2018-04-06 09:03:01,26.64,0929433010137
Rodneyfort,2018-04-29 00:20:22,44.28,6979257207125
North Jason,2018-04-05 02:05:55,31.89,9988466063962
Port David,2018-02-11 23:07:39,10.05,6921950351964
Raymondhaven,2018-01-27 15:52:21,41.76,7325938233362
Barajasview,2018-03-12 04:54:10,37.05,1829231979881
Liumouth,2018-01-17 16:17:18,33.29,3424319492696
North Barbara,2018-03-24 06:49:11,4.05,5344060775757
Valentineton,2018-04-03 11:34:45,18.62,0555060361832
West Samuelburgh,2018-04-17 19:01:44,10.58,2071898775101
Carriemouth,2018-01-15 06:27:59,24.13,7417680158298
Carriemouth,2018-05-08 04:20:00,21.99,0117997692054
Erikaland,2018-02-21 20:28:30,12.44,2705086825803
Grahamburgh,2018-01-18 07:41:16,23.35,8084539320626
East Kaylahaven,2018-01-29 13:01:07,9.81,2058424667529
Carriemouth,2018-02-04 00:29:52,24.87,6015598860404
Justinberg,2018-04-14 14:48:43,24.34,1492818096457
Pattyland,2018-01-01 17:22:58,42.11,9614950109785
Royland,2018-04-09 00:32:12,22.89,5157860209922
Huntermouth,2018-03-14 10:37:58,30.49,9537564108817
Huntermouth,2018-01-17 12:10:59,41.48,7802304472162
Huntermouth,2018-02-03 12:19:32,31.43,4782856135575
South Evanton,2018-02-21 08:05:48,34.21,5093964974376
West Robert,2018-04-12 08:17:16,32.48,7544372967170
Raymondhaven,2018-03-02 04:56:41,5.19,4175054279743
Port Frank,2018-04-02 15:48:32,13.55,4849705700770
West Heidi,2018-03-18 04:53:20,4.29,4315017466135
Amandaburgh,2018-04-01 09:24:21,24.29,1995462170530
Liumouth,2018-02-27 18:08:19,43.31,1510929985528
Barajasview,2018-03-15 22:44:08,28.3,1314271514395
New Kimberlyborough,2018-03-19 15:25:24,27.37,0533038154167
West Samuelburgh,2018-01-06 08:34:21,43.05,9810772317135
Lake Scottton,2018-01-28 02:32:37,23.95,9483395581537
North Jason,2018-01-14 20:53:44,26.58,8642389596914
East Kaylahaven,2018-03-23 10:48:34,4.64,1908039054942
Johnton,2018-03-15 08:40:23,43.5,7134200570421
Roberthaven,2018-02-22 19:42:54,27.48,9420000697474
Robertport,2018-01-25 01:33:06,44.75,6711343300903
Joneschester,2018-02-16 02:35:16,9.48,4155294950060
Johnton,2018-05-02 02:19:02,32.38,8954815235985
West Anthony,2018-02-19 22:53:02,27.9,4267516319637
Martinezhaven,2018-03-11 20:07:13,7.01,7636746329063
Port Johnbury,2018-03-30 17:59:22,15.17,4900589555228
Williamsview,2018-04-07 02:32:23,19.19,8047769956638
West Robert,2018-02-23 19:46:33,33.24,3055026277315
Barajasview,2018-03-19 12:17:33,26.6,5623058981104
Williamsstad,2018-05-06 12:39:09,40.79,8720870563338
Justinberg,2018-01-22 09:08:49,38.3,1287829992528
Justinberg,2018-04-16 01:26:39,16.58,1476443795435
Carriemouth,2018-02-17 05:01:00,22.66,3717939611043
South Evanton,2018-04-10 05:38:29,30.36,5254904485721
Simpsonburgh,2018-02-14 22:52:40,30.0,7644620182703
New Kimberlyborough,2018-01-07 05:12:12,15.22,7020071980202
Richardfort,2018-04-03 15:07:34,40.77,9496210735824
Williamsview,2018-01-05 00:44:39,21.59,6180215746345
Carriemouth,2018-01-04 15:56:18,31.99,4872537912318
West Christopherberg,2018-04-06 13:59:18,25.31,3275952096570
New Jacobville,2018-04-10 04:16:04,42.92,4021024039865
Karenberg,2018-04-23 21:11:11,26.92,9685096099889
Johnton,2018-02-28 05:42:04,12.02,6670296339067
Amandaburgh,2018-04-20 02:16:07,16.27,3513123734716
Port Frank,2018-04-25 23:04:28,19.43,7792158774140
Martinezhaven,2018-02-03 06:15:55,11.61,3416645088537
Joneschester,2018-03-09 03:25:16,39.32,1553159622320
West Robert,2018-04-07 06:17:04,40.69,0502550639735
West Heidi,2018-02-06 00:47:29,40.55,6257937027554
Lake Jonathanshire,2018-01-24 12:24:22,34.65,3319117904437
Johnton,2018-01-22 13:10:36,24.17,7413359170219
South Karenland,2018-01-31 15:50:00,36.28,9219993138886
Liumouth,2018-01-05 19:32:37,27.02,3773616513642
Port Angela,2018-02-08 00:14:45,15.58,7388734438164
Johnton,2018-02-26 09:36:01,18.76,6360819904963
Pattyland,2018-02-05 00:47:59,28.81,0115406526815
Deanville,2018-04-26 04:05:05,28.44,3326161310503
West Anthony,2018-03-03 00:24:33,20.71,7550332627602
South Phillip,2018-02-28 14:54:06,42.2,9813556258471
North Jason,2018-01-05 10:59:55,16.22,3842420346576
Loganberg,2018-01-31 23:29:52,13.69,4066009191862
Port Frank,2018-01-27 13:40:02,38.97,5944395790403
South Evanton,2018-03-06 23:01:03,44.41,2760303116294
West Angela,2018-01-22 02:28:03,32.18,4244815728759
Rodneyfort,2018-04-12 23:29:11,27.81,5669400941983
Carriemouth,2018-04-28 09:25:03,37.35,4812351487449
Hurleymouth,2018-02-28 03:20:15,44.85,5104279018287
Lake Danielberg,2018-03-20 05:37:35,33.9,0025082058503
Lake Jonathanshire,2018-03-24 16:27:49,14.94,1670908453476
Williamsview,2018-05-04 14:56:45,32.8,2677734881755
West Josephberg,2018-02-19 20:48:16,4.07,1348027294873
Christopherfurt,2018-04-06 22:33:03,27.46,7399938354587
South Phillip,2018-02-01 12:52:11,39.27,5307992243039
New Paulville,2018-02-18 23:43:21,38.97,1733923029962
Grahamburgh,2018-03-24 13:39:38,32.17,2400244207933
Port Johnbury,2018-02-08 10:29:22,7.63,3497571495972
Port David,2018-03-04 00:41:43,23.7,6492204643079
West Ericstad,2018-04-13 09:52:43,22.39,5770758245255
Karenside,2018-05-03 15:31:44,32.68,9194164542801
Valentineton,2018-02-25 02:33:57,10.21,4595886540802
Martinezhaven,2018-03-21 07:56:22,39.26,9867639864905
Huntermouth,2018-03-21 13:31:31,27.96,3030924771455
Rogerston,2018-03-18 12:47:22,8.58,4178975305980
West Angela,2018-03-07 10:38:26,14.8,5022473192100
Rodneyfort,2018-03-15 10:18:45,30.83,4175051895472
North Jasmine,2018-04-24 08:49:13,28.24,8273889689587
Raymondhaven,2018-01-25 06:48:15,14.65,3912461075756
Richardfort,2018-02-19 14:09:20,27.11,8690324801449
West Josephberg,2018-03-16 07:06:47,10.04,6775774050400
Erikaland,2018-05-07 11:23:59,22.72,5590425216650
Royland,2018-01-15 08:50:46,4.1,9409233443225
Roberthaven,2018-03-27 07:24:26,11.51,9185063648602
Justinberg,2018-04-16 05:05:36,27.1,1854545390206
East Kaylahaven,2018-01-04 23:57:27,24.37,5735199074888
North Jason,2018-02-22 07:07:53,18.67,0190295095970
Karenside,2018-02-12 20:45:11,25.58,6569017784661
Raymondhaven,2018-02-28 16:10:35,11.26,3122705988715
Amandaburgh,2018-03-13 12:52:31,13.88,6222134922674
Amandaburgh,2018-04-22 21:34:17,42.52,1901157522591
New Jacobville,2018-04-27 14:11:38,37.6,8780897700109
West Ericstad,2018-04-19 20:35:20,5.75,3497133215697
Christopherfurt,2018-01-04 04:30:04,15.47,1471158684562
Port David,2018-03-27 00:20:58,18.43,4635592843405
Martinezhaven,2018-02-15 02:18:44,15.93,9624577513483
West Robert,2018-02-27 04:29:37,22.81,5714311770037
South Michelleport,2018-03-08 04:18:36,27.42,3754244416932
Robertport,2018-05-03 02:36:46,31.62,4852264393826
West Anthony,2018-02-04 15:04:43,20.09,4221519670218
West Angela,2018-03-20 23:44:20,23.83,8750806883711
South Michelleport,2018-05-07 12:25:01,4.47,0289109337792
New Paulville,2018-05-01 13:29:10,10.3,1057570440612
Justinberg,2018-02-19 04:01:49,36.27,7286435159398
Leahton,2018-01-08 11:48:08,39.81,0457901817044
Justinberg,2018-02-01 21:16:13,31.07,2739645930677
South Latoya,2018-02-12 16:31:30,28.92,5779826808279
Williamsview,2018-02-08 06:11:38,25.3,2324596536285
Joneschester,2018-01-15 21:21:00,13.43,2235858014628
Williamsstad,2018-01-06 20:14:54,43.5,2047847470762
South Karenland,2018-01-25 08:14:54,31.02,0500482494804
Carriemouth,2018-04-01 00:35:10,27.84,6589827440342
Valentineton,2018-01-01 14:42:25,12.31,4757042711529
Christopherfurt,2018-03-12 09:22:48,35.57,8286128053094
Huntermouth,2018-02-05 08:10:57,28.58,0314351998542
Deanville,2018-02-17 15:51:49,25.33,2749473314662
North Barbara,2018-05-05 09:46:32,26.54,4328278612005
West Angela,2018-01-25 12:19:12,41.05,4602414089174
Martinezhaven,2018-04-15 09:17:59,35.45,4822605030086
West Anthony,2018-01-12 19:38:06,37.66,0410252345130
West Samuelburgh,2018-04-25 15:55:24,26.44,4338654863099
West Josephberg,2018-04-29 10:20:58,28.73,1732534308091
Liumouth,2018-04-11 13:52:28,15.55,6828487158380
Karenside,2018-04-04 14:32:35,42.27,6771503242603
Loganberg,2018-04-04 08:04:07,25.93,0186095541779
Johnton,2018-01-21 03:20:06,28.59,5597542881853
Carriemouth,2018-03-08 13:35:49,34.32,7984921253550
South Latoya,2018-01-02 00:44:03,43.72,0390121563394
South Phillip,2018-03-25 08:38:47,7.04,7931640018113
Lake Danielberg,2018-03-21 19:46:43,14.12,8573675679656
Jerryton,2018-01-27 05:35:02,5.21,2366544103859
Simpsonburgh,2018-04-28 10:54:14,10.07,2994799721179
Amandaburgh,2018-02-06 10:02:30,11.93,7550325158038
Karenberg,2018-02-14 14:40:41,11.06,4344963104211
Jerryton,2018-01-16 17:13:34,22.26,0974452603143
East Kaylahaven,2018-03-27 00:44:29,25.29,4840735033487
Pattyland,2018-02-11 20:25:42,33.21,1325884456705
South Michelleport,2018-02-06 17:29:41,25.58,6814776861505
Martinezhaven,2018-02-23 00:15:55,15.48,5946821101050
Loganberg,2018-01-05 14:35:09,5.92,5327695501243
New Paulville,2018-04-13 10:23:37,8.69,0592220311870
South Evanton,2018-01-10 02:57:54,37.03,4817994919104
Port Angela,2018-02-06 07:07:55,24.47,1469816216996
West Gabriel,2018-04-21 04:50:53,4.96,2694140247746
New Kimberlyborough,2018-03-28 12:48:55,10.91,0935421621766
West Anthony,2018-04-16 01:06:17,17.47,5706560548659
West Gabriel,2018-01-16 06:23:21,25.97,6590477525761
Karenside,2018-01-24 07:48:14,9.39,4829062946394
Liumouth,2018-01-01 00:08:16,37.91,5673666505216
Grahamburgh,2018-04-20 21:40:03,40.06,5161825299392
Christopherfurt,2018-05-07 17:27:48,6.39,7608007126056
West Gabriel,2018-05-01 02:18:03,27.45,2827457582877
West Heidi,2018-01-17 03:43:17,5.78,9107695766684
West Angela,2018-01-04 20:45:01,20.33,1920342316739
Christopherfurt,2018-03-25 17:11:15,7.19,6892683521361
Robertport,2018-03-25 18:55:34,35.29,7875812010140
Royland,2018-01-16 02:06:12,4.89,8053338078311
Huntermouth,2018-03-19 17:31:55,15.05,1677081037622
North Madeline,2018-04-07 06:50:30,11.92,0737334504750
East Kaylahaven,2018-01-07 20:29:02,5.56,4657638800265
Loganberg,2018-04-18 17:41:28,22.51,3208043296870
North Jason,2018-01-23 21:22:39,6.54,5614763237556
South Latoya,2018-01-31 23:20:52,14.82,6963441669653
Karenberg,2018-03-09 14:47:25,35.68,8631752660819
West Anthony,2018-05-01 17:43:35,23.76,2929352162502
Williamsstad,2018-03-25 16:07:22,42.93,2209997295019
Port Angela,2018-02-06 16:11:31,11.39,6108669570569
Karenside,2018-02-24 05:39:00,27.64,8058212392569
East Kaylahaven,2018-03-21 22:54:03,9.42,1468264328626
South Michelleport,2018-03-23 16:45:56,14.72,0490532201639
Pattyland,2018-01-14 20:49:49,40.21,5825972555502
Port Samanthamouth,2018-02-28 20:01:26,38.42,2105089681756
Reynoldsfurt,2018-04-11 09:09:53,42.97,1390651031898
Pattyland,2018-03-27 06:49:10,8.57,3074551600788
North Jasmine,2018-04-24 08:05:51,14.11,4194707515700
North Madeline,2018-03-31 03:35:12,21.24,0654159976343
West Anthony,2018-02-11 05:48:29,15.55,5988409590665
Lake Danielberg,2018-01-28 15:49:50,25.98,1418324640212
Royland,2018-02-19 08:25:58,13.02,0186046534225
Reynoldsfurt,2018-03-08 07:06:54,6.08,2567207216019
Roberthaven,2018-02-09 00:25:20,11.71,8182769308084
South Evanton,2018-02-25 11:11:25,15.94,2734317617023
Grahamburgh,2018-03-04 22:51:36,34.93,5941003515564
West Ericstad,2018-03-29 04:59:54,40.29,0809503355163
Port Frank,2018-02-17 13:21:47,32.44,5387351568133
Lake Danielberg,2018-02-08 05:26:40,22.74,9524007172214
Erikaland,2018-03-24 09:50:04,4.07,6561682951720
Port David,2018-02-11 11:59:08,38.0,7772695039643
North Barbara,2018-04-27 00:19:08,16.89,5104120535581
Simpsonburgh,2018-02-27 00:58:18,13.38,1577917546598
North Jason,2018-01-23 05:58:24,32.77,2988756645264
Simpsonburgh,2018-01-06 02:20:49,27.2,3681834566855
South Phillip,2018-04-18 01:17:47,35.7,4752370633888
South Karenland,2018-03-16 02:20:06,4.87,2387922433429
New Paulville,2018-03-14 21:25:25,20.26,8812012942801
Johnton,2018-02-14 18:21:43,43.93,5443753596638
Port Johnbury,2018-02-27 02:44:15,11.33,3225778883557
Joneschester,2018-03-12 21:52:41,21.17,1576517155223
West Samuelburgh,2018-02-12 18:45:21,6.76,8530071327895
Huntermouth,2018-04-28 17:26:52,31.43,6660476793567
Deanville,2018-04-01 00:11:48,22.65,7002778816145
Leahton,2018-02-15 17:00:16,25.84,9242697245895
Hurleymouth,2018-04-13 18:15:37,40.93,4915205219019
West Anthony,2018-03-21 01:28:48,15.64,4746854764335
Karenside,2018-01-23 23:30:37,37.62,1952933579896
West Gabriel,2018-02-28 12:03:41,31.82,4153068746970
Carriemouth,2018-03-26 10:39:21,26.91,7852477915591
South Michelleport,2018-03-01 22:01:02,24.55,9789481999843
Rodneyfort,2018-05-05 03:19:39,22.24,5393286273394
Deanville,2018-03-07 07:21:47,31.08,9711261103928
Reynoldsfurt,2018-05-04 12:38:38,8.81,3238113908006
Justinberg,2018-04-27 12:41:46,18.99,3034613378260
Huntermouth,2018-03-02 10:47:16,10.89,1647274547856
West Robert,2018-02-27 20:51:17,8.37,0489896842800
Port Angela,2018-02-14 13:00:19,42.04,0896909208063
South Karenland,2018-01-09 20:59:13,44.44,3179946450655
Port David,2018-03-24 16:37:10,25.65,2084689891157
Liumouth,2018-01-04 03:16:36,9.1,8147675539090
Simpsonburgh,2018-01-18 12:48:39,15.36,5195666026077
South Evanton,2018-04-14 20:12:04,19.53,8345652117075
West Heidi,2018-04-06 08:54:09,25.06,8916009392669
Port Frank,2018-01-14 09:19:05,43.27,0491472563955
East Kaylahaven,2018-02-23 00:41:22,15.94,1602386536198
North Madeline,2018-01-28 09:57:41,42.24,0583417289652
Liumouth,2018-04-14 21:17:20,38.95,0014588103145
North Madeline,2018-03-06 19:26:01,26.34,1883857992679
Williamsview,2018-04-15 16:09:08,44.74,2759396812039
North Barbara,2018-03-16 10:22:13,25.06,9745705975659
South Evanton,2018-02-07 08:44:06,7.69,9012605783098
Williamsstad,2018-04-26 04:18:46,18.92,1606397653905
Rodneyfort,2018-01-12 06:17:59,7.05,4239149293035
Karenside,2018-04-19 08:42:07,26.45,9293756968552
New Paulton,2018-01-13 18:33:58,29.9,4090332990250
West Robert,2018-01-17 04:56:17,12.71,8503432590634
Jerryton,2018-02-14 19:48:48,24.49,3080437772609
Karenberg,2018-01-16 13:52:57,41.26,3357149373173
Christopherfurt,2018-05-03 12:46:04,14.43,5644928631417
Grahamburgh,2018-03-27 22:14:21,4.63,7324442340207
New Kimberlyborough,2018-03-02 18:56:47,6.08,3872922863721
North Madeline,2018-03-04 22:29:22,6.19,0546550288142
North Jason,2018-03-12 21:01:11,5.76,5113425087114
Liumouth,2018-03-16 06:31:29,34.2,2541738362957
New Jacobville,2018-04-21 23:00:18,13.53,5567937032597
Justinberg,2018-04-24 11:33:04,28.76,6493602832935
West Anthony,2018-03-13 08:03:10,5.03,1178018593506
Raymondhaven,2018-01-13 01:03:38,17.33,2830434127398
Royland,2018-03-22 22:02:56,23.31,2832997992475
Rogerston,2018-01-30 21:18:50,8.87,5686977709839
West Anthony,2018-05-03 04:49:15,21.38,9172650498634
Port Frank,2018-04-06 20:51:23,21.02,9714376208717
Lake Jonathanshire,2018-04-11 22:10:30,12.81,5999870428814
South Phillip,2018-01-17 17:45:28,23.46,2628017734404
South Karenland,2018-03-03 07:40:26,22.44,7458610805424
Port Samanthamouth,2018-04-18 14:39:19,23.56,8734248023829
Huntermouth,2018-01-10 09:40:31,43.01,7580698306378
Joneschester,2018-04-22 16:48:28,9.7,8587089133901
West Anthony,2018-04-22 08:14:31,19.95,1212046132747
North Jasmine,2018-04-11 03:38:08,27.54,5003273109567
Reynoldsfurt,2018-03-10 20:10:03,4.1,5690725376594
North Markport,2018-02-22 15:00:37,16.46,2798292218088
Huntermouth,2018-01-09 22:56:35,15.31,1530050197997
Rogerston,2018-03-19 16:58:45,29.88,3979709415828
Deanville,2018-03-05 12:05:14,11.16,4737023393340
Rodneyfort,2018-01-11 14:18:07,23.21,3433717126379
Reynoldsfurt,2018-03-29 17:35:50,31.43,9922313993736
West Josephberg,2018-01-14 18:07:37,9.71,4726129535990
Huntermouth,2018-03-20 00:45:53,40.55,6750623726934
Amandaburgh,2018-04-24 08:02:27,14.55,7836117055007
Port Frank,2018-03-05 00:42:17,36.35,9213719236849
Martinezhaven,2018-01-10 03:37:02,23.62,5469885684920
East Kaylahaven,2018-02-10 12:42:09,6.69,6071841295515
Joneschester,2018-03-10 13:31:40,22.72,8705027938818
West Angela,2018-05-01 19:03:17,23.23,7769940291512
New Paulton,2018-04-24 14:27:01,32.22,2989628941316
Roberthaven,2018-03-05 12:12:21,5.43,0605361853427
Port Frank,2018-03-09 16:59:41,6.5,2109093047409
Port Frank,2018-04-04 11:46:40,39.39,7967483376646
Hurleymouth,2018-03-07 12:38:40,41.96,1677330771703
Leahton,2018-03-06 17:06:51,41.29,3310674816591
Johnton,2018-02-07 19:40:32,30.97,6853977450248
Lake Scottton,2018-05-03 15:26:01,25.68,0771160797894
Simpsonburgh,2018-01-31 05:16:40,39.23,3697086244830
West Angela,2018-02-21 13:51:29,29.99,4367320607156
Williamsview,2018-04-16 08:23:02,20.38,8227750445178
West Josephberg,2018-04-12 00:11:17,15.49,5118230200567
West Josephberg,2018-02-15 00:51:41,36.7,8334271106867
South Karenland,2018-02-19 02:20:23,39.59,9834070706163
Barajasview,2018-01-02 23:23:19,36.13,8567191526174
